"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR","B.YEAR"
"7249","9","21","FEMALE","WHITE","14",1984,NA
"7250","5","20","FEMALE","WHITE","13",1984,NA
"7251","7","24","MALE","WHITE","15",1984,NA
"7252","6","23","MALE","WHITE","16",1984,NA
"7253","7","23","MALE","WHITE","15",1984,NA
"7254","3","25","MALE","WHITE","12",1984,NA
"7255","7","27","MALE","WHITE","19",1984,NA
"7256","9","45","MALE","WHITE","16",1984,NA
"7257","3","44","MALE","WHITE","11",1984,NA
"7258","4","20","MALE","WHITE","9",1984,NA
"7259","9","43","FEMALE","WHITE","13",1984,NA
"7260","5","32","FEMALE","WHITE","15",1984,NA
"7261","5","51","FEMALE","WHITE","12",1984,NA
"7262","7","32","MALE","WHITE","16",1984,NA
"7263","5","30","MALE","WHITE","13",1984,NA
"7264","5","61","FEMALE","WHITE","11",1984,NA
"7266","3","26","FEMALE","WHITE","11",1984,NA
"7268","6","48","FEMALE","WHITE","12",1984,NA
"7270","7","25","FEMALE","WHITE","13",1984,NA
"7271","6","52","FEMALE","BLACK","9",1984,NA
"7272","6","30","FEMALE","WHITE","13",1984,NA
"7273","6","34","FEMALE","WHITE","13",1984,NA
"7274","8","46","FEMALE","WHITE","13",1984,NA
"7275","2","44","MALE","OTHER","16",1984,NA
"7276","4","32","MALE","BLACK","12",1984,NA
"7277","6","48","FEMALE","WHITE","9",1984,NA
"7278","4","24","MALE","BLACK","12",1984,NA
"7279","10","36","FEMALE","WHITE","16",1984,NA
"7280","3","35","MALE","WHITE","16",1984,NA
"7281","5","24","FEMALE","WHITE","14",1984,NA
"7282","2","25","MALE","WHITE","14",1984,NA
"7283","10","54","FEMALE","WHITE","20",1984,NA
"7284","5","34","MALE","WHITE","18",1984,NA
"7285","10","32","MALE","WHITE","18",1984,NA
"7286","10","67","FEMALE","WHITE","14",1984,NA
"7287","5","56","FEMALE","WHITE","12",1984,NA
"7288","3","60","MALE","WHITE","12",1984,NA
"7289","8","77","FEMALE","WHITE","13",1984,NA
"7290","6","25","MALE","WHITE","12",1984,NA
"7291","7","60","MALE","WHITE","16",1984,NA
"7292","7","29","FEMALE","WHITE","17",1984,NA
"7293","4","25","FEMALE","OTHER","4",1984,NA
"7294","5","22","MALE","WHITE","11",1984,NA
"7295","8","34","FEMALE","WHITE","12",1984,NA
"7296","7","24","FEMALE","WHITE","17",1984,NA
"7297","5","26","MALE","WHITE","11",1984,NA
"7298","6","52","FEMALE","WHITE","12",1984,NA
"7299","6","37","FEMALE","WHITE","9",1984,NA
"7300","10","53","MALE","WHITE","16",1984,NA
"7301","4","21","FEMALE","WHITE","13",1984,NA
"7302","7","62","MALE","WHITE","12",1984,NA
"7303","6","30","FEMALE","WHITE","13",1984,NA
"7304","10","32","FEMALE","WHITE","17",1984,NA
"7305","8","22","FEMALE","WHITE","13",1984,NA
"7306","6","68","MALE","WHITE","12",1984,NA
"7307","7","68","FEMALE","WHITE","12",1984,NA
"7308","6","73","FEMALE","WHITE","15",1984,NA
"7309","9","44","FEMALE","WHITE","19",1984,NA
"7310","4","31","FEMALE","WHITE","12",1984,NA
"7311","6","32","FEMALE","WHITE","14",1984,NA
"7312","7","35","FEMALE","WHITE","15",1984,NA
"7313","10","65","MALE","WHITE","14",1984,NA
"7314","10","74","MALE","OTHER","4",1984,NA
"7315","6","24","FEMALE","WHITE","12",1984,NA
"7316","8","68","FEMALE","WHITE","12",1984,NA
"7317","7","40","MALE","WHITE","16",1984,NA
"7318","7","23","FEMALE","WHITE","16",1984,NA
"7319","7","25","FEMALE","WHITE","16",1984,NA
"7320","6","59","FEMALE","WHITE","12",1984,NA
"7321","7","25","FEMALE","WHITE","16",1984,NA
"7322","7","35","MALE","WHITE","16",1984,NA
"7323","9","45","FEMALE","WHITE","18",1984,NA
"7324","5","60","FEMALE","WHITE","12",1984,NA
"7325","9","58","FEMALE","WHITE","16",1984,NA
"7326","9","82","FEMALE","WHITE","13",1984,NA
"7327","6","65","MALE","WHITE","20",1984,NA
"7328","7","58","MALE","WHITE","16",1984,NA
"7329","10","36","FEMALE","WHITE","16",1984,NA
"7330","10","66","FEMALE","WHITE","14",1984,NA
"7331","5","60","FEMALE","WHITE","12",1984,NA
"7332","7","36","MALE","WHITE","18",1984,NA
"7333","10","54","FEMALE","WHITE","14",1984,NA
"7334","5","21","FEMALE","WHITE","14",1984,NA
"7335","9","84","MALE","WHITE","12",1984,NA
"7336","8","52","MALE","WHITE","16",1984,NA
"7337","6","37","MALE","WHITE","17",1984,NA
"7338","8","57","FEMALE","WHITE","12",1984,NA
"7339","7","63","FEMALE","WHITE","13",1984,NA
"7341","10","80","FEMALE","WHITE","18",1984,NA
"7344","8","68","MALE","WHITE","12",1984,NA
"7345","7","82","FEMALE","WHITE","10",1984,NA
"7346","7","45","FEMALE","WHITE","12",1984,NA
"7347","9","60","MALE","WHITE","14",1984,NA
"7348","8","35","MALE","WHITE","13",1984,NA
"7349","9","60","MALE","WHITE","14",1984,NA
"7350","10","21","MALE","WHITE","15",1984,NA
"7351","8","35","FEMALE","WHITE","14",1984,NA
"7352","10","43","MALE","WHITE","16",1984,NA
"7353","9","42","MALE","WHITE","16",1984,NA
"7354","9","37","FEMALE","WHITE","14",1984,NA
"7355","9","38","FEMALE","WHITE","11",1984,NA
"7356","5","58","MALE","WHITE","9",1984,NA
"7357","3","32","FEMALE","OTHER","12",1984,NA
"7358","5","21","FEMALE","WHITE","15",1984,NA
"7359","6","58","FEMALE","WHITE","12",1984,NA
"7360","9","60","MALE","WHITE","11",1984,NA
"7361","4","26","FEMALE","WHITE","14",1984,NA
"7362","10","34","FEMALE","WHITE","13",1984,NA
"7363","5","19","MALE","WHITE","11",1984,NA
"7364","9","28","FEMALE","WHITE","12",1984,NA
"7365","4","58","MALE","WHITE","10",1984,NA
"7366","9","62","FEMALE","WHITE","12",1984,NA
"7367","5","28","FEMALE","WHITE","12",1984,NA
"7368","6","40","FEMALE","WHITE","12",1984,NA
"7369","10","67","FEMALE","WHITE","18",1984,NA
"7370","4","67","FEMALE","WHITE","8",1984,NA
"7371","9","66","MALE","WHITE","18",1984,NA
"7372","4","54","MALE","WHITE","10",1984,NA
"7373","5","75","MALE","WHITE","8",1984,NA
"7374","8","57","FEMALE","WHITE","12",1984,NA
"7375","6","21","MALE","WHITE","12",1984,NA
"7376","6","59","MALE","BLACK","12",1984,NA
"7377","10","76","MALE","WHITE","16",1984,NA
"7378","4","70","FEMALE","BLACK","10",1984,NA
"7379","4","70","MALE","WHITE","9",1984,NA
"7380","6","68","FEMALE","OTHER","12",1984,NA
"7381","10","56","FEMALE","OTHER","12",1984,NA
"7382","7","40","MALE","WHITE","12",1984,NA
"7383","8","34","MALE","WHITE","16",1984,NA
"7384","4","71","FEMALE","WHITE","12",1984,NA
"7385","4","26","MALE","WHITE","9",1984,NA
"7386","7","29","MALE","WHITE","15",1984,NA
"7387","4","27","MALE","WHITE","12",1984,NA
"7388","7","32","FEMALE","WHITE","13",1984,NA
"7389","7","41","FEMALE","WHITE","13",1984,NA
"7390","6","33","FEMALE","WHITE","13",1984,NA
"7391","6","41","MALE","WHITE","16",1984,NA
"7392","6","29","FEMALE","WHITE","14",1984,NA
"7393","7","42","MALE","WHITE","16",1984,NA
"7394","8","54","FEMALE","WHITE","15",1984,NA
"7395","9","39","MALE","WHITE","19",1984,NA
"7396","9","73","FEMALE","WHITE","18",1984,NA
"7397","5","61","FEMALE","WHITE","11",1984,NA
"7398","8","58","FEMALE","WHITE","12",1984,NA
"7399","9","33","FEMALE","WHITE","16",1984,NA
"7400","5","45","FEMALE","WHITE","11",1984,NA
"7401","10","39","MALE","WHITE","14",1984,NA
"7402","4","35","MALE","WHITE","12",1984,NA
"7404","5","38","MALE","WHITE","12",1984,NA
"7405","5","58","MALE","WHITE","13",1984,NA
"7407","7","53","FEMALE","WHITE","11",1984,NA
"7408","9","26","MALE","WHITE","12",1984,NA
"7410","8","39","MALE","WHITE","13",1984,NA
"7411","8","42","MALE","WHITE","10",1984,NA
"7412","7","33","FEMALE","WHITE","16",1984,NA
"7413","6","21","FEMALE","WHITE","15",1984,NA
"7414","7","18","MALE","WHITE","11",1984,NA
"7415","5","34","FEMALE","WHITE","14",1984,NA
"7416","7","45","MALE","WHITE","15",1984,NA
"7417","7","29","MALE","WHITE","16",1984,NA
"7418","6","33","FEMALE","WHITE","12",1984,NA
"7419","10","52","FEMALE","WHITE","17",1984,NA
"7420","10","54","FEMALE","WHITE","18",1984,NA
"7421","7","44","FEMALE","WHITE","9",1984,NA
"7422","6","43","FEMALE","WHITE","12",1984,NA
"7423","7","41","FEMALE","WHITE","16",1984,NA
"7424","4","39","MALE","WHITE","12",1984,NA
"7425","6","61","FEMALE","WHITE","12",1984,NA
"7426","8","61","FEMALE","WHITE","15",1984,NA
"7427","6","32","FEMALE","WHITE","15",1984,NA
"7428","9","27","FEMALE","WHITE","13",1984,NA
"7429","7","28","FEMALE","WHITE","16",1984,NA
"7430","6","33","FEMALE","WHITE","14",1984,NA
"7431","6","58","MALE","WHITE","10",1984,NA
"7432","7","22","MALE","WHITE","15",1984,NA
"7433","10","72","MALE","WHITE","14",1984,NA
"7434","6","26","FEMALE","WHITE","16",1984,NA
"7435","8","49","MALE","WHITE","18",1984,NA
"7436","6","22","FEMALE","WHITE","15",1984,NA
"7438","6","83","FEMALE","WHITE","12",1984,NA
"7439","6","36","MALE","WHITE","17",1984,NA
"7440","6","25","FEMALE","WHITE","16",1984,NA
"7441","9","66","FEMALE","WHITE","8",1984,NA
"7442","6","57","MALE","WHITE","10",1984,NA
"7443","6","51","FEMALE","WHITE","11",1984,NA
"7444","6","42","MALE","WHITE","16",1984,NA
"7445","4","56","MALE","WHITE","7",1984,NA
"7446","7","68","MALE","WHITE","12",1984,NA
"7447","5","81","FEMALE","BLACK","10",1984,NA
"7448","8","53","FEMALE","WHITE","12",1984,NA
"7449","7","44","FEMALE","WHITE","14",1984,NA
"7450","6","55","MALE","WHITE","14",1984,NA
"7451","4","22","MALE","WHITE","14",1984,NA
"7452","5","22","FEMALE","WHITE","12",1984,NA
"7453","4","32","FEMALE","WHITE","12",1984,NA
"7454","8","32","FEMALE","WHITE","12",1984,NA
"7455","9","37","MALE","WHITE","14",1984,NA
"7456","9","36","FEMALE","WHITE","13",1984,NA
"7457","6","63","MALE","WHITE","12",1984,NA
"7458","6","75","FEMALE","WHITE","9",1984,NA
"7459","6","24","FEMALE","WHITE","13",1984,NA
"7460","10","34","FEMALE","WHITE","16",1984,NA
"7461","5","59","MALE","WHITE","12",1984,NA
"7462","7","74","FEMALE","WHITE","12",1984,NA
"7463","5","57","FEMALE","WHITE","11",1984,NA
"7464","6","28","FEMALE","WHITE","12",1984,NA
"7465","6","36","MALE","WHITE","12",1984,NA
"7466","7","46","MALE","WHITE","12",1984,NA
"7467","5","54","MALE","WHITE","8",1984,NA
"7469","6","48","FEMALE","WHITE","13",1984,NA
"7470","8","48","FEMALE","WHITE","12",1984,NA
"7471","7","61","FEMALE","WHITE","8",1984,NA
"7472","9","38","MALE","WHITE","17",1984,NA
"7473","6","36","FEMALE","WHITE","12",1984,NA
"7474","9","43","FEMALE","WHITE","12",1984,NA
"7475","5","24","MALE","WHITE","11",1984,NA
"7476","8","34","MALE","WHITE","14",1984,NA
"7477","5","27","MALE","WHITE","8",1984,NA
"7478","6","62","FEMALE","WHITE","12",1984,NA
"7479","4","67","FEMALE","WHITE","9",1984,NA
"7480","6","33","MALE","WHITE","12",1984,NA
"7481","4","25","MALE","WHITE","12",1984,NA
"7482","4","55","MALE","WHITE","8",1984,NA
"7483","3","35","MALE","WHITE","16",1984,NA
"7484","7","54","MALE","WHITE","12",1984,NA
"7485","5","56","MALE","WHITE","9",1984,NA
"7486","4","23","MALE","WHITE","16",1984,NA
"7487","4","25","FEMALE","WHITE","12",1984,NA
"7488","4","28","MALE","WHITE","12",1984,NA
"7489","5","29","MALE","WHITE","16",1984,NA
"7490","4","35","FEMALE","WHITE","12",1984,NA
"7491","3","27","MALE","WHITE","11",1984,NA
"7492","9","70","FEMALE","WHITE","12",1984,NA
"7493","5","70","MALE","WHITE","12",1984,NA
"7494","6","34","FEMALE","WHITE","12",1984,NA
"7495","5","55","MALE","WHITE","12",1984,NA
"7496","5","47","MALE","WHITE","12",1984,NA
"7497","9","66","FEMALE","WHITE","10",1984,NA
"7498","4","36","FEMALE","WHITE","12",1984,NA
"7499","6","47","FEMALE","WHITE","12",1984,NA
"7500","5","23","MALE","WHITE","12",1984,NA
"7501","7","29","MALE","WHITE","12",1984,NA
"7502","6","81","FEMALE","WHITE","5",1984,NA
"7503","4","34","FEMALE","WHITE","9",1984,NA
"7504","9","58","FEMALE","WHITE","14",1984,NA
"7505","8","72","FEMALE","WHITE","12",1984,NA
"7506","3","27","FEMALE","WHITE","8",1984,NA
"7507","6","21","MALE","WHITE","12",1984,NA
"7508","4","19","MALE","WHITE","10",1984,NA
"7509","10","58","MALE","WHITE","17",1984,NA
"7510","7","61","MALE","WHITE","12",1984,NA
"7511","7","67","MALE","WHITE","12",1984,NA
"7512","1","66","MALE","WHITE","12",1984,NA
"7513","4","85","FEMALE","WHITE","12",1984,NA
"7514","5","62","FEMALE","WHITE","14",1984,NA
"7515","8","41","MALE","WHITE","13",1984,NA
"7516","8","45","FEMALE","WHITE","12",1984,NA
"7517","6","74","MALE","WHITE","8",1984,NA
"7518","4","50","FEMALE","WHITE","12",1984,NA
"7519","8","42","FEMALE","WHITE","9",1984,NA
"7520","2","30","MALE","WHITE","12",1984,NA
"7521","10","40","FEMALE","WHITE","20",1984,NA
"7522","5","59","FEMALE","WHITE","12",1984,NA
"7523","5","25","MALE","WHITE","12",1984,NA
"7524","3","76","FEMALE","WHITE","12",1984,NA
"7525","7","32","FEMALE","WHITE","13",1984,NA
"7526","6","29","MALE","WHITE","16",1984,NA
"7527","8","53","FEMALE","WHITE","12",1984,NA
"7528","8","24","FEMALE","WHITE","12",1984,NA
"7529","4","57","MALE","WHITE","10",1984,NA
"7530","9","60","MALE","WHITE","12",1984,NA
"7531","3","52","MALE","WHITE","12",1984,NA
"7532","3","61","MALE","WHITE","12",1984,NA
"7533","2","72","FEMALE","WHITE","12",1984,NA
"7534","6","67","FEMALE","WHITE","12",1984,NA
"7535","8","89 OR OLDER","FEMALE","WHITE","8",1984,NA
"7536","9","23","FEMALE","WHITE","16",1984,NA
"7537","7","45","FEMALE","OTHER","12",1984,NA
"7538","6","60","MALE","WHITE","12",1984,NA
"7539","8","55","MALE","WHITE","16",1984,NA
"7540","6","80","FEMALE","WHITE","14",1984,NA
"7541","9","27","FEMALE","WHITE","12",1984,NA
"7542","10","36","FEMALE","WHITE","16",1984,NA
"7543","7","45","FEMALE","WHITE","8",1984,NA
"7544","6","79","FEMALE","WHITE","8",1984,NA
"7545","8","68","FEMALE","WHITE","13",1984,NA
"7546","6","81","FEMALE","WHITE","12",1984,NA
"7547","9","41","FEMALE","WHITE","13",1984,NA
"7548","4","83","FEMALE","WHITE","8",1984,NA
"7549","9","62","FEMALE","WHITE","16",1984,NA
"7550","7","80","FEMALE","WHITE","8",1984,NA
"7551","6","42","FEMALE","WHITE","12",1984,NA
"7552","10","65","MALE","WHITE","12",1984,NA
"7553","6","55","FEMALE","WHITE","12",1984,NA
"7554","8","33","FEMALE","WHITE","12",1984,NA
"7555","8","45","FEMALE","WHITE","12",1984,NA
"7556","6","49","FEMALE","WHITE","12",1984,NA
"7557","8","35","FEMALE","WHITE","14",1984,NA
"7558","8","35","MALE","WHITE","16",1984,NA
"7559","9","42","FEMALE","WHITE","16",1984,NA
"7561","9","67","MALE","WHITE","13",1984,NA
"7562","7","26","FEMALE","WHITE","14",1984,NA
"7563","7","58","MALE","WHITE","20",1984,NA
"7564","5","52","FEMALE","WHITE","12",1984,NA
"7565","5","19","FEMALE","WHITE","13",1984,NA
"7566","3","25","MALE","WHITE","11",1984,NA
"7567","4","28","FEMALE","WHITE","12",1984,NA
"7568","7","51","MALE","WHITE","12",1984,NA
"7569","5","27","MALE","WHITE","12",1984,NA
"7570","4","71","FEMALE","WHITE","12",1984,NA
"7571","5","23","FEMALE","WHITE","12",1984,NA
"7572","5","51","FEMALE","WHITE","12",1984,NA
"7573","7","31","MALE","WHITE","12",1984,NA
"7574","5","25","FEMALE","WHITE","13",1984,NA
"7575","6","33","FEMALE","WHITE","13",1984,NA
"7576","4","20","MALE","WHITE","14",1984,NA
"7577","8","21","FEMALE","WHITE","13",1984,NA
"7578","5","37","FEMALE","WHITE","12",1984,NA
"7579","7","37","FEMALE","WHITE","12",1984,NA
"7580","6","31","MALE","WHITE","12",1984,NA
"7581","8","73","FEMALE","WHITE","12",1984,NA
"7582","8","35","MALE","WHITE","15",1984,NA
"7583","6","23","MALE","WHITE","12",1984,NA
"7584","7","58","MALE","WHITE","11",1984,NA
"7585","9","40","FEMALE","WHITE","12",1984,NA
"7586","8","23","FEMALE","WHITE","17",1984,NA
"7587","5","31","FEMALE","WHITE","12",1984,NA
"7588","8","62","FEMALE","WHITE","12",1984,NA
"7589","6","74","FEMALE","WHITE","10",1984,NA
"7590","7","70","FEMALE","WHITE","12",1984,NA
"7591","10","59","MALE","WHITE","19",1984,NA
"7592","4","53","MALE","WHITE","11",1984,NA
"7593","7","21","MALE","WHITE","12",1984,NA
"7594","8","59","FEMALE","WHITE","12",1984,NA
"7595","6","64","MALE","WHITE","12",1984,NA
"7596","5","37","MALE","WHITE","13",1984,NA
"7597","7","40","FEMALE","WHITE","12",1984,NA
"7598","6","34","FEMALE","WHITE","10",1984,NA
"7599","10","32","MALE","WHITE","19",1984,NA
"7600","1","54","MALE","WHITE","7",1984,NA
"7601","5","23","FEMALE","WHITE","10",1984,NA
"7602","4","68","MALE","WHITE","7",1984,NA
"7603","5","33","FEMALE","WHITE","12",1984,NA
"7604","1","24","MALE","WHITE","12",1984,NA
"7605","7","48","MALE","WHITE","12",1984,NA
"7606","7","23","MALE","WHITE","14",1984,NA
"7607","5","41","MALE","WHITE","11",1984,NA
"7608","6","36","FEMALE","WHITE","8",1984,NA
"7609","7","29","FEMALE","WHITE","10",1984,NA
"7610","5","52","MALE","WHITE","6",1984,NA
"7611","7","47","FEMALE","WHITE","12",1984,NA
"7612","3","57","FEMALE","WHITE","8",1984,NA
"7613","5","71","FEMALE","WHITE","6",1984,NA
"7614","5","24","MALE","WHITE","12",1984,NA
"7615","7","77","FEMALE","WHITE","13",1984,NA
"7616","2","24","MALE","WHITE","12",1984,NA
"7617","7","38","MALE","WHITE","10",1984,NA
"7618","3","82","FEMALE","WHITE","8",1984,NA
"7619","6","78","FEMALE","WHITE","8",1984,NA
"7620","6","56","FEMALE","BLACK","17",1984,NA
"7621","5","84","FEMALE","BLACK","2",1984,NA
"7622","8","55","FEMALE","BLACK","12",1984,NA
"7623","6","51","FEMALE","BLACK","16",1984,NA
"7624","7","28","FEMALE","BLACK","10",1984,NA
"7625","4","29","FEMALE","BLACK","13",1984,NA
"7626","5","32","FEMALE","WHITE","12",1984,NA
"7627","4","49","MALE","WHITE","12",1984,NA
"7628","8","81","FEMALE","WHITE","7",1984,NA
"7629","5","24","MALE","WHITE","12",1984,NA
"7630","6","23","FEMALE","WHITE","10",1984,NA
"7631","3","27","FEMALE","WHITE","10",1984,NA
"7632","6","28","FEMALE","WHITE","10",1984,NA
"7633","7","20","MALE","WHITE","8",1984,NA
"7634","7","19","MALE","WHITE","12",1984,NA
"7635","6","69","MALE","BLACK","4",1984,NA
"7636","5","31","FEMALE","WHITE","10",1984,NA
"7637","4","51","FEMALE","BLACK","11",1984,NA
"7638","5","23","FEMALE","WHITE","15",1984,NA
"7639","7","35","FEMALE","BLACK","13",1984,NA
"7640","8","49","MALE","BLACK","6",1984,NA
"7641","3","51","FEMALE","BLACK","7",1984,NA
"7642","9","30","FEMALE","BLACK","16",1984,NA
"7643","3","20","FEMALE","BLACK","12",1984,NA
"7644","4","68","MALE","BLACK","1",1984,NA
"7645","5","50","FEMALE","WHITE","12",1984,NA
"7646","4","42","MALE","WHITE","12",1984,NA
"7647","8","36","FEMALE","WHITE","16",1984,NA
"7648","5","21","FEMALE","WHITE","15",1984,NA
"7649","7","35","MALE","WHITE","18",1984,NA
"7650","8","47","FEMALE","BLACK","14",1984,NA
"7651","7","26","FEMALE","BLACK","13",1984,NA
"7652","3","35","MALE","WHITE","15",1984,NA
"7653","7","22","FEMALE","BLACK","12",1984,NA
"7654","3","32","FEMALE","BLACK","11",1984,NA
"7655","6","43","MALE","BLACK","9",1984,NA
"7656","2","32","MALE","BLACK","7",1984,NA
"7657","4","22","MALE","OTHER","14",1984,NA
"7658","7","48","FEMALE","WHITE","11",1984,NA
"7659","6","36","FEMALE","BLACK","10",1984,NA
"7660","6","28","FEMALE","BLACK","12",1984,NA
"7661","5","39","MALE","WHITE","12",1984,NA
"7662","2","23","FEMALE","BLACK","14",1984,NA
"7663","5","24","MALE","WHITE","12",1984,NA
"7664","8","27","MALE","BLACK","12",1984,NA
"7665","3","25","MALE","BLACK","12",1984,NA
"7666","7","31","MALE","BLACK","12",1984,NA
"7667","6","31","MALE","WHITE","12",1984,NA
"7668","7","44","FEMALE","WHITE","13",1984,NA
"7669","4","41","MALE","WHITE","12",1984,NA
"7670","3","42","MALE","WHITE","10",1984,NA
"7671","3","27","FEMALE","WHITE","12",1984,NA
"7672","7","69","MALE","WHITE","16",1984,NA
"7673","7","43","MALE","WHITE","16",1984,NA
"7674","6","43","FEMALE","WHITE","18",1984,NA
"7675","9","81","FEMALE","WHITE","12",1984,NA
"7676","7","32","FEMALE","WHITE","12",1984,NA
"7677","7","38","MALE","WHITE","17",1984,NA
"7679","8","49","MALE","WHITE","10",1984,NA
"7680","6","31","MALE","WHITE","12",1984,NA
"7681","9","38","FEMALE","WHITE","14",1984,NA
"7682","9","41","FEMALE","WHITE","12",1984,NA
"7683","10","61","FEMALE","WHITE","12",1984,NA
"7685","6","60","FEMALE","WHITE","12",1984,NA
"7686","8","67","FEMALE","WHITE","14",1984,NA
"7687","6","60","FEMALE","WHITE","12",1984,NA
"7688","6","34","FEMALE","WHITE","12",1984,NA
"7689","1","63","MALE","WHITE","13",1984,NA
"7690","7","21","FEMALE","WHITE","15",1984,NA
"7691","6","55","MALE","WHITE","12",1984,NA
"7692","2","29","FEMALE","OTHER","7",1984,NA
"7693","1","58","FEMALE","WHITE","9",1984,NA
"7694","4","22","FEMALE","BLACK","12",1984,NA
"7696","5","81","MALE","WHITE","9",1984,NA
"7697","5","71","FEMALE","WHITE","12",1984,NA
"7698","4","58","MALE","WHITE","13",1984,NA
"7699","6","45","FEMALE","WHITE","12",1984,NA
"7700","3","70","MALE","WHITE","11",1984,NA
"7701","8","36","FEMALE","WHITE","15",1984,NA
"7702","6","24","MALE","WHITE","16",1984,NA
"7703","10","49","MALE","WHITE","16",1984,NA
"7704","2","61","FEMALE","WHITE","8",1984,NA
"7705","8","28","FEMALE","WHITE","16",1984,NA
"7706","5","33","FEMALE","WHITE","16",1984,NA
"7707","9","63","FEMALE","WHITE","12",1984,NA
"7708","6","56","FEMALE","WHITE","11",1984,NA
"7709","4","57","FEMALE","BLACK","9",1984,NA
"7710","6","34","FEMALE","WHITE","20",1984,NA
"7711","5","69","FEMALE","WHITE","3",1984,NA
"7712","6","40","FEMALE","WHITE","12",1984,NA
"7713","4","29","MALE","WHITE","12",1984,NA
"7714","7","36","MALE","WHITE","14",1984,NA
"7715","3","76","MALE","WHITE","2",1984,NA
"7716","2","72","FEMALE","WHITE","5",1984,NA
"7717","4","47","FEMALE","BLACK","11",1984,NA
"7718","6","33","FEMALE","WHITE","12",1984,NA
"7719","6","30","MALE","WHITE","12",1984,NA
"7720","4","36","FEMALE","WHITE","7",1984,NA
"7721","4","33","FEMALE","WHITE","11",1984,NA
"7722","4","65","MALE","BLACK","5",1984,NA
"7723","2","61","FEMALE","BLACK","8",1984,NA
"7724","6","32","FEMALE","BLACK","17",1984,NA
"7725","8","29","MALE","WHITE","10",1984,NA
"7726","6","67","FEMALE","BLACK","17",1984,NA
"7727","1","65","FEMALE","BLACK","11",1984,NA
"7728","7","41","MALE","WHITE","12",1984,NA
"7729","5","77","FEMALE","WHITE","8",1984,NA
"7730","5","27","FEMALE","WHITE","11",1984,NA
"7731","8","38","MALE","BLACK","12",1984,NA
"7732","5","23","FEMALE","BLACK","12",1984,NA
"7733","4","60","FEMALE","WHITE","9",1984,NA
"7734","9","25","FEMALE","WHITE","16",1984,NA
"7735","4","64","MALE","WHITE","10",1984,NA
"7736","8","41","MALE","OTHER","20",1984,NA
"7737","5","50","FEMALE","WHITE","15",1984,NA
"7738","6","37","MALE","WHITE","12",1984,NA
"7739","3","68","MALE","WHITE","4",1984,NA
"7740","9","48","FEMALE","WHITE","11",1984,NA
"7741","2","67","FEMALE","WHITE","8",1984,NA
"7742","3","64","MALE","WHITE","8",1984,NA
"7743","8","33","FEMALE","WHITE","15",1984,NA
"7744","3","77","MALE","WHITE","10",1984,NA
"7745","1","25","MALE","WHITE","8",1984,NA
"7746","6","42","MALE","WHITE","9",1984,NA
"7747","2","22","MALE","WHITE","12",1984,NA
"7748","3","68","MALE","WHITE","10",1984,NA
"7749","10","65","FEMALE","WHITE","14",1984,NA
"7750","7","66","FEMALE","WHITE","8",1984,NA
"7751","4","46","FEMALE","WHITE","10",1984,NA
"7752","6","37","FEMALE","WHITE","13",1984,NA
"7753","10","24","FEMALE","WHITE","10",1984,NA
"7754","2","62","FEMALE","WHITE","8",1984,NA
"7755","5","72","FEMALE","WHITE","10",1984,NA
"7757","4","30","FEMALE","WHITE","8",1984,NA
"7758","6","21","FEMALE","WHITE","15",1984,NA
"7759","8","30","FEMALE","WHITE","18",1984,NA
"7760","7","65","MALE","WHITE","7",1984,NA
"7761","7","74","FEMALE","WHITE","12",1984,NA
"7762","7","22","MALE","WHITE","12",1984,NA
"7763","6","22","FEMALE","WHITE","16",1984,NA
"7764","8","24","MALE","WHITE","15",1984,NA
"7765","8","23","MALE","WHITE","14",1984,NA
"7766","10","29","FEMALE","WHITE","18",1984,NA
"7767","4","21","MALE","WHITE","14",1984,NA
"7768","7","59","FEMALE","BLACK","11",1984,NA
"7769","6","53","MALE","WHITE","13",1984,NA
"7770","5","38","FEMALE","WHITE","11",1984,NA
"7771","5","33","FEMALE","WHITE","12",1984,NA
"7772","8","27","MALE","WHITE","16",1984,NA
"7773","9","22","FEMALE","WHITE","15",1984,NA
"7774","6","23","MALE","WHITE","16",1984,NA
"7775","5","21","MALE","BLACK","14",1984,NA
"7776","6","65","MALE","WHITE","6",1984,NA
"7777","5","81","FEMALE","WHITE","12",1984,NA
"7778","5","26","MALE","WHITE","9",1984,NA
"7779","6","54","MALE","WHITE","12",1984,NA
"7780","1","67","MALE","WHITE","6",1984,NA
"7781","7","28","FEMALE","WHITE","13",1984,NA
"7782","5","55","MALE","WHITE","9",1984,NA
"7783","6","31","FEMALE","WHITE","12",1984,NA
"7784","2","40","FEMALE","WHITE","9",1984,NA
"7785","4","63","FEMALE","WHITE","10",1984,NA
"7786","5","33","FEMALE","WHITE","12",1984,NA
"7787","8","71","FEMALE","WHITE","6",1984,NA
"7788","4","60","FEMALE","WHITE","12",1984,NA
"7789","5","40","MALE","OTHER","7",1984,NA
"7790","1","38","FEMALE","OTHER","9",1984,NA
"7792","6","39","MALE","OTHER","7",1984,NA
"7793","7","20","MALE","OTHER","12",1984,NA
"7794","7","59","MALE","OTHER","12",1984,NA
"7796","4","62","FEMALE","OTHER","7",1984,NA
"7797","1","56","FEMALE","OTHER","8",1984,NA
"7798","4","26","MALE","OTHER","12",1984,NA
"7799","4","24","MALE","OTHER","11",1984,NA
