"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR","B.YEAR"
"30163","9","30","MALE","WHITE","16",2004,NA
"30164","5","65","FEMALE","WHITE","11",2004,NA
"30166","6","52","FEMALE","WHITE","12",2004,NA
"30167","5","65","MALE","WHITE","12",2004,NA
"30168","6","81","FEMALE","WHITE","11",2004,NA
"30169","5","18","MALE","WHITE","10",2004,NA
"30170","4","28","FEMALE","WHITE","11",2004,NA
"30171","3","41","FEMALE","WHITE","13",2004,NA
"30173","5","28","FEMALE","WHITE","12",2004,NA
"30176","9","23","MALE","WHITE","16",2004,NA
"30177","8","24","FEMALE","WHITE","16",2004,NA
"30178","4","72","FEMALE","WHITE","15",2004,NA
"30182","3","61","MALE","WHITE","11",2004,NA
"30183","5","21","FEMALE","WHITE","15",2004,NA
"30188","2","49","MALE","OTHER","16",2004,NA
"30189","8","38","FEMALE","WHITE","18",2004,NA
"30190","5","19","FEMALE","BLACK","9",2004,NA
"30191","6","32","MALE","WHITE","17",2004,NA
"30193","6","54","FEMALE","BLACK","17",2004,NA
"30195","6","25","FEMALE","WHITE","12",2004,NA
"30200","8","23","FEMALE","WHITE","16",2004,NA
"30201","4","74","MALE","BLACK","12",2004,NA
"30202","7","39","MALE","WHITE","9",2004,NA
"30204","7","24","FEMALE","BLACK","12",2004,NA
"30205","0","46","MALE","BLACK","14",2004,NA
"30206","5","57","FEMALE","BLACK","12",2004,NA
"30208","6","34","FEMALE","BLACK","15",2004,NA
"30211","4","50","FEMALE","BLACK","11",2004,NA
"30217","8","60","FEMALE","WHITE","12",2004,NA
"30218","7","43","FEMALE","WHITE","14",2004,NA
"30219","7","40","MALE","WHITE","16",2004,NA
"30220","4","70","MALE","WHITE","12",2004,NA
"30221","7","79","FEMALE","WHITE","11",2004,NA
"30225","6","48","MALE","WHITE","13",2004,NA
"30230","7","21","FEMALE","WHITE","12",2004,NA
"30231","10","60","MALE","WHITE","16",2004,NA
"30232","4","21","FEMALE","WHITE","12",2004,NA
"30234","6","68","FEMALE","WHITE","11",2004,NA
"30235","4","39","FEMALE","WHITE","12",2004,NA
"30236","5","44","MALE","WHITE","14",2004,NA
"30241","4","89 OR OLDER","FEMALE","WHITE","8",2004,NA
"30242","9","55","FEMALE","WHITE","13",2004,NA
"30243","10","64","FEMALE","WHITE","13",2004,NA
"30248","6","32","FEMALE","WHITE","12",2004,NA
"30249","8","36","FEMALE","WHITE","12",2004,NA
"30251","6","87","MALE","WHITE","14",2004,NA
"30253","5","71","FEMALE","WHITE","12",2004,NA
"30254","6","57","FEMALE","WHITE","14",2004,NA
"30256","4","21","FEMALE","WHITE","14",2004,NA
"30262","6","38","FEMALE","WHITE","9",2004,NA
"30264","4","25","MALE","BLACK","14",2004,NA
"30265","5","30","FEMALE","WHITE","13",2004,NA
"30266","6","73","FEMALE","OTHER","10",2004,NA
"30267","6","44","MALE","WHITE","9",2004,NA
"30268","6","59","MALE","WHITE","14",2004,NA
"30272","6","32","MALE","BLACK","20",2004,NA
"30273","4","52","MALE","BLACK","13",2004,NA
"30276","6","47","MALE","BLACK","11",2004,NA
"30279","1","45","FEMALE","BLACK","10",2004,NA
"30282","7","23","FEMALE","BLACK","12",2004,NA
"30283","4","43","MALE","BLACK","9",2004,NA
"30284","5","30","FEMALE","BLACK","16",2004,NA
"30286","2","50","MALE","BLACK","8",2004,NA
"30287","9","75","MALE","WHITE","20",2004,NA
"30290","5","36","FEMALE","BLACK","14",2004,NA
"30291","3","43","MALE","BLACK","11",2004,NA
"30292","6","26","FEMALE","BLACK","13",2004,NA
"30294","6","34","MALE","WHITE","16",2004,NA
"30298","7","28","MALE","BLACK","12",2004,NA
"30299","6","50","FEMALE","WHITE","14",2004,NA
"30300","4","20","MALE","WHITE","11",2004,NA
"30303","6","26","FEMALE","BLACK","12",2004,NA
"30306","6","51","MALE","WHITE","12",2004,NA
"30308","7","64","FEMALE","WHITE","12",2004,NA
"30310","6","26","FEMALE","OTHER","16",2004,NA
"30312","5","81","FEMALE","WHITE","11",2004,NA
"30313","9","83","MALE","WHITE","14",2004,NA
"30315","7","25","FEMALE","WHITE","12",2004,NA
"30316","7","45","FEMALE","WHITE","14",2004,NA
"30317","7","48","MALE","WHITE","14",2004,NA
"30321","5","23","FEMALE","BLACK","15",2004,NA
"30322","7","71","FEMALE","BLACK","14",2004,NA
"30325","5","50","FEMALE","BLACK","16",2004,NA
"30326","3","31","MALE","BLACK","9",2004,NA
"30327","4","47","MALE","BLACK","14",2004,NA
"30331","6","47","MALE","BLACK","14",2004,NA
"30336","8","67","FEMALE","WHITE","16",2004,NA
"30337","7","77","MALE","WHITE","16",2004,NA
"30342","7","38","MALE","WHITE","16",2004,NA
"30343","7","32","FEMALE","BLACK","14",2004,NA
"30348","8","44","FEMALE","WHITE","19",2004,NA
"30352","10","62","FEMALE","WHITE","19",2004,NA
"30353","3","49","MALE","BLACK","9",2004,NA
"30355","6","58","MALE","WHITE","17",2004,NA
"30357","5","27","MALE","WHITE","12",2004,NA
"30358","7","35","FEMALE","BLACK","16",2004,NA
"30359","7","53","FEMALE","OTHER","12",2004,NA
"30360","8","78","FEMALE","WHITE","12",2004,NA
"30362","10","58","FEMALE","WHITE","20",2004,NA
"30364","9","45","MALE","WHITE","20",2004,NA
"30365","8","43","MALE","BLACK","20",2004,NA
"30366","8","42","FEMALE","WHITE","17",2004,NA
"30370","4","40","FEMALE","OTHER","15",2004,NA
"30375","4","21","FEMALE","WHITE","13",2004,NA
"30376","7","44","MALE","BLACK","19",2004,NA
"30379","8","28","FEMALE","WHITE","18",2004,NA
"30381","5","75","FEMALE","WHITE","14",2004,NA
"30382","8","30","MALE","OTHER","20",2004,NA
"30385","3","40","MALE","BLACK","11",2004,NA
"30386","6","48","FEMALE","WHITE","14",2004,NA
"30388","8","28","FEMALE","WHITE","16",2004,NA
"30389","6","28","FEMALE","WHITE","15",2004,NA
"30390","8","56","FEMALE","WHITE","13",2004,NA
"30391","8","51","MALE","WHITE","16",2004,NA
"30392","8","63","FEMALE","WHITE","16",2004,NA
"30395","6","71","MALE","WHITE","12",2004,NA
"30397","7","27","FEMALE","WHITE","15",2004,NA
"30398","9","27","FEMALE","WHITE","12",2004,NA
"30400","6","39","FEMALE","OTHER","14",2004,NA
"30405","5","43","MALE","WHITE","14",2004,NA
"30407","6","50","FEMALE","WHITE","16",2004,NA
"30409","5","23","MALE","OTHER","16",2004,NA
"30410","6","76","MALE","WHITE","12",2004,NA
"30411","9","49","FEMALE","WHITE","20",2004,NA
"30412","6","31","MALE","WHITE","13",2004,NA
"30413","6","51","MALE","WHITE","12",2004,NA
"30414","5","23","MALE","BLACK","16",2004,NA
"30419","8","27","MALE","WHITE","17",2004,NA
"30420","8","30","FEMALE","WHITE","16",2004,NA
"30423","6","55","FEMALE","WHITE","14",2004,NA
"30425","7","40","FEMALE","WHITE","10",2004,NA
"30428","6","49","FEMALE","WHITE","15",2004,NA
"30430","7","38","FEMALE","WHITE","16",2004,NA
"30431","6","33","FEMALE","WHITE","12",2004,NA
"30432","5","60","FEMALE","WHITE","11",2004,NA
"30433","5","33","FEMALE","WHITE","12",2004,NA
"30436","0","48","MALE","BLACK","10",2004,NA
"30441","6","36","FEMALE","WHITE","15",2004,NA
"30442","1","36","FEMALE","WHITE","12",2004,NA
"30444","5","47","FEMALE","WHITE","14",2004,NA
"30447","6","27","FEMALE","WHITE","12",2004,NA
"30450","6","27","FEMALE","WHITE","11",2004,NA
"30451","6","62","FEMALE","WHITE","9",2004,NA
"30456","5","52","MALE","WHITE","12",2004,NA
"30458","2","61","FEMALE","WHITE","8",2004,NA
"30464","7","35","FEMALE","WHITE","14",2004,NA
"30467","4","29","MALE","WHITE","12",2004,NA
"30470","7","57","FEMALE","WHITE","17",2004,NA
"30473","6","23","MALE","BLACK","12",2004,NA
"30476","5","68","FEMALE","WHITE","14",2004,NA
"30478","3","43","MALE","OTHER","11",2004,NA
"30481","5","74","FEMALE","WHITE","12",2004,NA
"30482","3","59","MALE","WHITE","5",2004,NA
"30483","8","56","FEMALE","WHITE","12",2004,NA
"30485","4","51","MALE","WHITE","12",2004,NA
"30490","6","46","FEMALE","WHITE","12",2004,NA
"30491","6","59","MALE","WHITE","16",2004,NA
"30492","6","36","MALE","WHITE","14",2004,NA
"30494","8","21","MALE","WHITE","15",2004,NA
"30495","6","24","FEMALE","WHITE","12",2004,NA
"30496","8","27","FEMALE","WHITE","15",2004,NA
"30497","6","34","MALE","WHITE","18",2004,NA
"30498","7","43","MALE","BLACK","14",2004,NA
"30500","7","30","FEMALE","WHITE","16",2004,NA
"30502","5","50","FEMALE","BLACK","9",2004,NA
"30506","6","57","FEMALE","WHITE","16",2004,NA
"30508","10","35","FEMALE","WHITE","13",2004,NA
"30509","2","21","FEMALE","WHITE","10",2004,NA
"30510","5","37","MALE","WHITE","16",2004,NA
"30513","4","79","FEMALE","WHITE","12",2004,NA
"30515","8","63","MALE","WHITE","13",2004,NA
"30518","6","32","FEMALE","WHITE","16",2004,NA
"30520","8","30","MALE","WHITE","15",2004,NA
"30521","6","23","MALE","WHITE","17",2004,NA
"30523","8","30","MALE","BLACK","16",2004,NA
"30524","6","42","FEMALE","BLACK","12",2004,NA
"30525","5","47","FEMALE","BLACK","12",2004,NA
"30526","5","56","FEMALE","BLACK","13",2004,NA
"30529","7","52","MALE","BLACK","12",2004,NA
"30532","7","53","FEMALE","WHITE","14",2004,NA
"30533","9","66","FEMALE","WHITE","15",2004,NA
"30536","8","48","FEMALE","WHITE","12",2004,NA
"30537","7","55","FEMALE","WHITE","12",2004,NA
"30538","6","72","FEMALE","WHITE","12",2004,NA
"30539","7","21","MALE","WHITE","15",2004,NA
"30542","7","57","FEMALE","WHITE","12",2004,NA
"30545","5","24","FEMALE","WHITE","15",2004,NA
"30548","10","64","MALE","WHITE","18",2004,NA
"30549","6","42","FEMALE","WHITE","12",2004,NA
"30551","8","36","FEMALE","WHITE","14",2004,NA
"30552","7","61","MALE","WHITE","12",2004,NA
"30557","8","29","MALE","WHITE","20",2004,NA
"30558","5","20","MALE","WHITE","13",2004,NA
"30559","7","30","MALE","WHITE","16",2004,NA
"30562","3","63","FEMALE","WHITE","13",2004,NA
"30563","7","38","MALE","WHITE","12",2004,NA
"30564","7","70","MALE","WHITE","14",2004,NA
"30565","6","75","MALE","WHITE","16",2004,NA
"30568","5","47","MALE","WHITE","14",2004,NA
"30569","8","44","FEMALE","WHITE","12",2004,NA
"30571","9","58","FEMALE","WHITE","13",2004,NA
"30572","9","32","FEMALE","WHITE","14",2004,NA
"30573","8","48","MALE","WHITE","20",2004,NA
"30574","8","26","FEMALE","WHITE","12",2004,NA
"30575","3","23","FEMALE","OTHER","11",2004,NA
"30576","9","36","MALE","WHITE","14",2004,NA
"30577","4","47","MALE","WHITE","10",2004,NA
"30580","4","49","MALE","WHITE","13",2004,NA
"30581","5","23","MALE","WHITE","12",2004,NA
"30582","9","75","FEMALE","WHITE","15",2004,NA
"30584","6","71","FEMALE","WHITE","12",2004,NA
"30585","5","31","MALE","OTHER","13",2004,NA
"30589","4","48","MALE","WHITE","8",2004,NA
"30590","6","40","FEMALE","WHITE","16",2004,NA
"30594","7","28","MALE","WHITE","16",2004,NA
"30596","5","51","FEMALE","WHITE","14",2004,NA
"30599","7","45","MALE","WHITE","14",2004,NA
"30600","2","30","MALE","WHITE","13",2004,NA
"30602","6","71","FEMALE","WHITE","15",2004,NA
"30603","3","44","MALE","OTHER","20",2004,NA
"30606","9","47","FEMALE","WHITE","19",2004,NA
"30607","10","86","FEMALE","WHITE","12",2004,NA
"30608","6","25","MALE","OTHER","16",2004,NA
"30609","8","82","MALE","WHITE","12",2004,NA
"30611","6","49","MALE","WHITE","18",2004,NA
"30615","8","46","FEMALE","WHITE","16",2004,NA
"30617","9","24","MALE","WHITE","18",2004,NA
"30619","8","58","FEMALE","WHITE","20",2004,NA
"30622","9","64","MALE","WHITE","14",2004,NA
"30627","8","48","FEMALE","WHITE","18",2004,NA
"30628","10","61","MALE","WHITE","14",2004,NA
"30630","8","49","FEMALE","WHITE","20",2004,NA
"30631","10","89 OR OLDER","FEMALE","WHITE","17",2004,NA
"30633","10","24","MALE","WHITE","16",2004,NA
"30635","5","29","FEMALE","WHITE","16",2004,NA
"30636","6","39","MALE","WHITE","12",2004,NA
"30637","6","28","FEMALE","WHITE","15",2004,NA
"30646","6","67","FEMALE","WHITE","13",2004,NA
"30650","5","39","FEMALE","WHITE","12",2004,NA
"30651","7","43","MALE","WHITE","18",2004,NA
"30653","9","34","MALE","WHITE","12",2004,NA
"30654","6","20","MALE","WHITE","12",2004,NA
"30655","6","41","MALE","WHITE","16",2004,NA
"30657","9","34","MALE","WHITE","20",2004,NA
"30659","2","46","FEMALE","BLACK","13",2004,NA
"30661","5","26","FEMALE","WHITE","13",2004,NA
"30662","5","75","MALE","WHITE","18",2004,NA
"30670","4","21","FEMALE","WHITE","12",2004,NA
"30674","9","66","FEMALE","WHITE","13",2004,NA
"30677","7","39","MALE","WHITE","19",2004,NA
"30680","6","85","MALE","WHITE","10",2004,NA
"30681","7","51","MALE","WHITE","14",2004,NA
"30682","4","21","FEMALE","WHITE","13",2004,NA
"30683","8","76","FEMALE","WHITE","14",2004,NA
"30685","8","70","FEMALE","WHITE","11",2004,NA
"30686","8","36","MALE","WHITE","12",2004,NA
"30690","10","83","FEMALE","WHITE","13",2004,NA
"30692","6","34","FEMALE","OTHER","13",2004,NA
"30694","7","43","MALE","OTHER","16",2004,NA
"30695","5","24","FEMALE","OTHER","11",2004,NA
"30697","7","40","FEMALE","OTHER","14",2004,NA
"30698","5","33","FEMALE","WHITE","13",2004,NA
"30700","5","76","FEMALE","OTHER","10",2004,NA
"30701","5","75","FEMALE","OTHER","12",2004,NA
"30703","10","45","FEMALE","WHITE","18",2004,NA
"30704","7","51","FEMALE","OTHER","16",2004,NA
"30707","7","40","FEMALE","WHITE","14",2004,NA
"30713","4","80","MALE","WHITE","7",2004,NA
"30714","5","40","FEMALE","WHITE","12",2004,NA
"30715","4","60","MALE","WHITE","12",2004,NA
"30716","8","83","FEMALE","WHITE","16",2004,NA
"30722","8","44","MALE","WHITE","16",2004,NA
"30723","6","43","MALE","WHITE","13",2004,NA
"30724","9","69","MALE","WHITE","18",2004,NA
"30726","6","26","FEMALE","WHITE","12",2004,NA
"30728","7","18","MALE","WHITE","12",2004,NA
"30729","7","23","MALE","WHITE","11",2004,NA
"30733","6","26","MALE","WHITE","12",2004,NA
"30737","8","42","FEMALE","WHITE","17",2004,NA
"30740","3","89 OR OLDER","FEMALE","WHITE","12",2004,NA
"30745","7","65","FEMALE","WHITE","15",2004,NA
"30746","10","47","FEMALE","WHITE","19",2004,NA
"30749","9","66","FEMALE","WHITE","18",2004,NA
"30750","6","58","MALE","WHITE","20",2004,NA
"30753","7","63","FEMALE","WHITE","12",2004,NA
"30754","6","40","MALE","WHITE","12",2004,NA
"30756","5","46","MALE","WHITE","12",2004,NA
"30757","8","54","FEMALE","WHITE","12",2004,NA
"30758","9","47","MALE","WHITE","16",2004,NA
"30761","6","32","FEMALE","WHITE","13",2004,NA
"30762","6","28","MALE","WHITE","18",2004,NA
"30767","6","50","MALE","WHITE","14",2004,NA
"30770","10","26","MALE","WHITE","16",2004,NA
"30771","6","25","FEMALE","BLACK","15",2004,NA
"30772","6","26","FEMALE","WHITE","13",2004,NA
"30775","5","23","FEMALE","WHITE","16",2004,NA
"30776","6","75","MALE","WHITE","12",2004,NA
"30777","7","33","MALE","WHITE","20",2004,NA
"30781","9","27","FEMALE","BLACK","14",2004,NA
"30782","6","26","FEMALE","WHITE","13",2004,NA
"30783","6","26","MALE","WHITE","15",2004,NA
"30786","6","47","MALE","WHITE","14",2004,NA
"30788","6","48","MALE","WHITE","10",2004,NA
"30791","8","65","MALE","WHITE","20",2004,NA
"30794","7","40","FEMALE","WHITE","14",2004,NA
"30797","4","54","MALE","WHITE","12",2004,NA
"30800","2","50","MALE","WHITE","11",2004,NA
"30804","4","18","FEMALE","OTHER","6",2004,NA
"30805","7","68","MALE","WHITE","15",2004,NA
"30808","8","52","MALE","OTHER","6",2004,NA
"30809","6","42","FEMALE","WHITE","11",2004,NA
"30812","6","43","MALE","WHITE","14",2004,NA
"30813","4","55","FEMALE","WHITE","12",2004,NA
"30814","4","19","MALE","WHITE","14",2004,NA
"30815","7","27","FEMALE","WHITE","16",2004,NA
"30820","5","45","MALE","WHITE","14",2004,NA
"30821","8","41","FEMALE","WHITE","14",2004,NA
"30826","8","46","FEMALE","WHITE","15",2004,NA
"30827","7","49","MALE","WHITE","12",2004,NA
"30829","6","32","FEMALE","WHITE","16",2004,NA
"30830","6","46","MALE","WHITE","12",2004,NA
"30831","6","35","FEMALE","WHITE","16",2004,NA
"30836","5","63","FEMALE","WHITE","12",2004,NA
"30839","5","29","FEMALE","WHITE","13",2004,NA
"30840","7","33","FEMALE","WHITE","12",2004,NA
"30841","2","89 OR OLDER","FEMALE","WHITE","8",2004,NA
"30843","8","70","MALE","WHITE","12",2004,NA
"30844","7","60","FEMALE","WHITE","12",2004,NA
"30845","5","60","FEMALE","WHITE","12",2004,NA
"30847","6","85","MALE","WHITE","8",2004,NA
"30849","4","63","MALE","WHITE","12",2004,NA
"30850","6","34","FEMALE","WHITE","12",2004,NA
"30851","9","56","FEMALE","WHITE","12",2004,NA
"30852","6","34","MALE","WHITE","10",2004,NA
"30855","7","53","MALE","WHITE","12",2004,NA
"30863","4","45","FEMALE","WHITE","12",2004,NA
"30864","6","70","MALE","WHITE","12",2004,NA
"30866","6","59","MALE","WHITE","13",2004,NA
"30867","7","82","FEMALE","WHITE","18",2004,NA
"30872","5","61","MALE","WHITE","10",2004,NA
"30874","7","62","MALE","WHITE","10",2004,NA
"30875","6","59","FEMALE","WHITE","16",2004,NA
"30876","9","28","FEMALE","WHITE","13",2004,NA
"30877","4","32","MALE","WHITE","13",2004,NA
"30879","5","49","FEMALE","WHITE","12",2004,NA
"30883","6","82","MALE","WHITE","12",2004,NA
"30884","5","22","MALE","WHITE","11",2004,NA
"30886","9","50","FEMALE","WHITE","14",2004,NA
"30888","8","67","FEMALE","WHITE","12",2004,NA
"30893","6","36","FEMALE","WHITE","12",2004,NA
"30896","6","59","FEMALE","WHITE","8",2004,NA
"30897","4","79","MALE","WHITE","8",2004,NA
"30898","6","84","FEMALE","WHITE","13",2004,NA
"30899","8","55","FEMALE","WHITE","15",2004,NA
"30904","6","58","FEMALE","OTHER","12",2004,NA
"30906","6","78","MALE","WHITE","8",2004,NA
"30907","6","18","FEMALE","WHITE","12",2004,NA
"30908","6","38","MALE","WHITE","16",2004,NA
"30911","5","59","MALE","WHITE","13",2004,NA
"30913","10","80","FEMALE","WHITE","13",2004,NA
"30914","9","49","FEMALE","WHITE","16",2004,NA
"30915","7","65","FEMALE","WHITE","9",2004,NA
"30918","6","24","MALE","WHITE","12",2004,NA
"30919","6","31","FEMALE","WHITE","12",2004,NA
"30920","5","52","MALE","WHITE","12",2004,NA
"30922","9","42","MALE","WHITE","16",2004,NA
"30925","3","54","MALE","WHITE","10",2004,NA
"30927","10","50","FEMALE","WHITE","17",2004,NA
"30928","4","35","FEMALE","WHITE","9",2004,NA
"30929","6","35","MALE","WHITE","16",2004,NA
"30933","5","28","MALE","WHITE","12",2004,NA
"30934","5","70","MALE","WHITE","16",2004,NA
"30935","8","70","FEMALE","WHITE","9",2004,NA
"30936","7","39","FEMALE","WHITE","16",2004,NA
"30937","5","83","MALE","WHITE","13",2004,NA
"30938","7","54","MALE","WHITE","11",2004,NA
"30942","6","25","FEMALE","WHITE","13",2004,NA
"30945","4","55","FEMALE","WHITE","9",2004,NA
"30948","3","59","MALE","WHITE","12",2004,NA
"30949","4","54","FEMALE","WHITE","12",2004,NA
"30951","6","74","FEMALE","WHITE","12",2004,NA
"30952","3","43","MALE","WHITE","6",2004,NA
"30953","6","62","FEMALE","WHITE","12",2004,NA
"30956","5","18","MALE","WHITE","12",2004,NA
"30958","10","58","FEMALE","WHITE","16",2004,NA
"30961","7","54","MALE","WHITE","12",2004,NA
"30962","5","41","FEMALE","WHITE","11",2004,NA
"30963","7","49","MALE","WHITE","14",2004,NA
"30964","8","30","FEMALE","WHITE","12",2004,NA
"30965","9","60","MALE","WHITE","12",2004,NA
"30966","5","26","MALE","WHITE","8",2004,NA
"30967","7","31","FEMALE","WHITE","13",2004,NA
"30976","8","45","MALE","WHITE","11",2004,NA
"30977","8","75","FEMALE","WHITE","20",2004,NA
"30981","5","62","FEMALE","WHITE","12",2004,NA
"30982","6","71","MALE","WHITE","12",2004,NA
"30984","5","51","FEMALE","WHITE","15",2004,NA
"30985","8","52","FEMALE","WHITE","15",2004,NA
"30986","3","71","FEMALE","WHITE","4",2004,NA
"30988","8","65","MALE","WHITE","7",2004,NA
"30990","7","52","FEMALE","WHITE","12",2004,NA
"30993","5","57","FEMALE","WHITE","10",2004,NA
"30994","7","44","FEMALE","WHITE","15",2004,NA
"30996","5","25","FEMALE","WHITE","14",2004,NA
"30997","4","37","MALE","WHITE","12",2004,NA
"31000","7","48","FEMALE","WHITE","12",2004,NA
"31001","6","45","FEMALE","WHITE","12",2004,NA
"31002","9","47","FEMALE","WHITE","18",2004,NA
"31003","4","32","FEMALE","WHITE","12",2004,NA
"31004","6","19","FEMALE","WHITE","12",2004,NA
"31008","6","28","MALE","WHITE","14",2004,NA
"31009","3","67","MALE","WHITE","14",2004,NA
"31010","7","66","FEMALE","WHITE","12",2004,NA
"31011","10","40","FEMALE","WHITE","12",2004,NA
"31015","5","40","FEMALE","BLACK","14",2004,NA
"31016","7","28","FEMALE","WHITE","15",2004,NA
"31017","6","34","FEMALE","WHITE","14",2004,NA
"31020","6","37","FEMALE","WHITE","20",2004,NA
"31021","7","46","FEMALE","WHITE","13",2004,NA
"31023","4","55","MALE","WHITE","10",2004,NA
"31024","4","75","FEMALE","WHITE","2",2004,NA
"31025","6","34","MALE","WHITE","12",2004,NA
"31027","7","33","MALE","WHITE","18",2004,NA
"31028","8","35","FEMALE","WHITE","17",2004,NA
"31031","7","60","MALE","WHITE","19",2004,NA
"31035","7","53","MALE","WHITE","16",2004,NA
"31037","5","50","MALE","WHITE","12",2004,NA
"31038","2","45","FEMALE","WHITE","9",2004,NA
"31041","5","51","MALE","WHITE","12",2004,NA
"31044","3","47","FEMALE","WHITE","12",2004,NA
"31045","6","25","MALE","BLACK","13",2004,NA
"31048","5","73","FEMALE","WHITE","8",2004,NA
"31051","4","28","MALE","WHITE","16",2004,NA
"31052","6","41","MALE","WHITE","12",2004,NA
"31056","5","61","MALE","WHITE","14",2004,NA
"31057","5","57","FEMALE","WHITE","12",2004,NA
"31059","7","47","FEMALE","WHITE","14",2004,NA
"31060","7","44","MALE","WHITE","14",2004,NA
"31063","7","21","MALE","WHITE","14",2004,NA
"31064","6","51","MALE","WHITE","16",2004,NA
"31066","7","42","FEMALE","WHITE","16",2004,NA
"31067","7","41","FEMALE","WHITE","12",2004,NA
"31068","6","48","FEMALE","WHITE","12",2004,NA
"31069","10","69","FEMALE","WHITE","20",2004,NA
"31071","6","60","FEMALE","WHITE","12",2004,NA
"31073","5","56","FEMALE","WHITE","17",2004,NA
"31074","6","46","MALE","WHITE","12",2004,NA
"31077","4","33","FEMALE","WHITE","11",2004,NA
"31080","4","65","FEMALE","WHITE","8",2004,NA
"31081","6","18","FEMALE","WHITE","11",2004,NA
"31084","6","54","FEMALE","WHITE","8",2004,NA
"31086","0","38","MALE","OTHER","7",2004,NA
"31087","6","32","FEMALE","WHITE","14",2004,NA
"31089","7","45","FEMALE","WHITE","12",2004,NA
"31090","9","71","FEMALE","WHITE","12",2004,NA
"31094","9","42","FEMALE","WHITE","16",2004,NA
"31096","7","30","FEMALE","WHITE","16",2004,NA
"31099","4","59","FEMALE","WHITE","12",2004,NA
"31100","9","43","MALE","WHITE","16",2004,NA
"31101","5","40","MALE","WHITE","15",2004,NA
"31103","5","48","FEMALE","BLACK","14",2004,NA
"31104","9","51","FEMALE","WHITE","12",2004,NA
"31107","5","25","FEMALE","WHITE","13",2004,NA
"31109","8","28","FEMALE","WHITE","11",2004,NA
"31110","5","60","MALE","WHITE","12",2004,NA
"31111","5","74","MALE","WHITE","12",2004,NA
"31117","4","86","FEMALE","WHITE","12",2004,NA
"31118","5","25","MALE","WHITE","12",2004,NA
"31122","2","56","FEMALE","WHITE","13",2004,NA
"31123","4","43","FEMALE","WHITE","16",2004,NA
"31125","3","31","FEMALE","BLACK","13",2004,NA
"31127","6","60","MALE","BLACK","12",2004,NA
"31128","6","24","MALE","BLACK","13",2004,NA
"31132","8","40","MALE","WHITE","16",2004,NA
"31134","6","69","MALE","WHITE","16",2004,NA
"31135","4","83","MALE","WHITE","9",2004,NA
"31137","10","33","MALE","WHITE","13",2004,NA
"31138","5","41","FEMALE","WHITE","8",2004,NA
"31140","7","42","FEMALE","WHITE","13",2004,NA
"31142","6","32","FEMALE","BLACK","12",2004,NA
"31143","5","22","FEMALE","BLACK","14",2004,NA
"31148","10","67","FEMALE","WHITE","14",2004,NA
"31149","2","54","FEMALE","WHITE","12",2004,NA
"31152","8","60","MALE","WHITE","15",2004,NA
"31156","3","49","FEMALE","BLACK","12",2004,NA
"31157","5","21","MALE","WHITE","15",2004,NA
"31158","0","56","MALE","BLACK","6",2004,NA
"31160","5","46","FEMALE","BLACK","15",2004,NA
"31162","6","42","MALE","BLACK","13",2004,NA
"31164","10","35","FEMALE","BLACK","14",2004,NA
"31167","5","28","FEMALE","BLACK","12",2004,NA
"31168","9","28","FEMALE","BLACK","20",2004,NA
"31169","4","35","FEMALE","WHITE","14",2004,NA
"31170","7","40","MALE","BLACK","12",2004,NA
"31174","5","46","MALE","BLACK","10",2004,NA
"31176","5","47","FEMALE","WHITE","9",2004,NA
"31177","6","48","FEMALE","BLACK","13",2004,NA
"31179","8","65","MALE","WHITE","18",2004,NA
"31180","7","56","FEMALE","WHITE","16",2004,NA
"31182","7","35","MALE","BLACK","14",2004,NA
"31186","7","49","FEMALE","BLACK","19",2004,NA
"31187","6","54","MALE","WHITE","17",2004,NA
"31188","8","50","FEMALE","WHITE","20",2004,NA
"31191","7","33","FEMALE","WHITE","14",2004,NA
"31192","7","64","MALE","WHITE","14",2004,NA
"31195","4","26","FEMALE","WHITE","14",2004,NA
"31200","0","18","MALE","OTHER","8",2004,NA
"31202","2","64","FEMALE","BLACK","10",2004,NA
"31203","4","50","MALE","BLACK","12",2004,NA
"31206","5","52","FEMALE","BLACK","12",2004,NA
"31208","7","24","FEMALE","BLACK","12",2004,NA
"31211","7","39","FEMALE","WHITE","12",2004,NA
"31212","8","60","FEMALE","WHITE","13",2004,NA
"31215","5","47","FEMALE","WHITE","15",2004,NA
"31216","5","71","FEMALE","WHITE","9",2004,NA
"31218","5","88","MALE","WHITE","9",2004,NA
"31222","7","37","MALE","WHITE","14",2004,NA
"31223","7","61","FEMALE","BLACK","12",2004,NA
"31224","7","69","FEMALE","BLACK","12",2004,NA
"31225","8","65","MALE","BLACK","12",2004,NA
"31228","7","21","MALE","WHITE","11",2004,NA
"31230","6","47","FEMALE","WHITE","12",2004,NA
"31231","6","58","MALE","WHITE","6",2004,NA
"31234","9","48","MALE","WHITE","19",2004,NA
"31235","6","84","MALE","WHITE","13",2004,NA
"31236","2","55","FEMALE","WHITE","14",2004,NA
"31237","8","46","FEMALE","WHITE","16",2004,NA
"31240","1","43","FEMALE","WHITE","9",2004,NA
"31242","4","25","MALE","WHITE","12",2004,NA
"31245","4","39","FEMALE","WHITE","13",2004,NA
"31247","5","25","FEMALE","WHITE","13",2004,NA
"31249","3","31","FEMALE","WHITE","14",2004,NA
