"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR"
"3757","5","68","FEMALE","WHITE","8",1978
"3758","8","60","FEMALE","WHITE","12",1978
"3759","6","64","FEMALE","WHITE","9",1978
"3760","5","66","FEMALE","WHITE","8",1978
"3761","7","39","FEMALE","WHITE","12",1978
"3762","8","64","MALE","WHITE","12",1978
"3763","10","53","MALE","WHITE","20",1978
"3764","5","59","MALE","WHITE","12",1978
"3765","10","42","FEMALE","WHITE","13",1978
"3766","6","77","FEMALE","WHITE","12",1978
"3767",NA,"84","FEMALE","WHITE",NA,1978
"3768","10","80","FEMALE","WHITE","8",1978
"3769","6","36","MALE","WHITE","15",1978
"3770","7","35","FEMALE","WHITE","12",1978
"3771","7","38","FEMALE","WHITE","11",1978
"3772","7","34","MALE","BLACK","16",1978
"3773","9","59","FEMALE","WHITE","12",1978
"3774","8","29","FEMALE","WHITE","12",1978
"3775","9","30","FEMALE","WHITE","12",1978
"3776","7","20","FEMALE","WHITE","12",1978
"3777","9","39","MALE","WHITE","12",1978
"3778","3","53","MALE","BLACK","12",1978
"3779","6","49","FEMALE","WHITE","14",1978
"3780","9","23","MALE","WHITE","14",1978
"3781","5","65","FEMALE","WHITE","8",1978
"3782","8",NA,"FEMALE","WHITE","12",1978
"3783","5","58","MALE","WHITE","8",1978
"3784","7","88","FEMALE","WHITE","16",1978
"3785","8","23","MALE","WHITE","15",1978
"3786","5","48","MALE","BLACK","10",1978
"3787","8","31","FEMALE","WHITE","12",1978
"3788","5","22","FEMALE","WHITE","13",1978
"3789","7","39","MALE","WHITE","14",1978
"3790","6","23","MALE","WHITE","15",1978
"3791","5","49","MALE","WHITE","12",1978
"3792","7","41","FEMALE","WHITE","12",1978
"3793","8","25","FEMALE","WHITE","12",1978
"3794","5","20","MALE","BLACK","13",1978
"3795","3","72","MALE","BLACK","5",1978
"3796","2","21","FEMALE","BLACK","10",1978
"3797","7","29","FEMALE","BLACK","12",1978
"3798","4","33","FEMALE","BLACK","14",1978
"3799","6","66","FEMALE","BLACK","10",1978
"3800","6","45","FEMALE","WHITE","12",1978
"3801","6","46","FEMALE","WHITE","12",1978
"3802","7","36","MALE","WHITE","14",1978
"3803","6","64","MALE","WHITE","12",1978
"3804","6","30","FEMALE","WHITE","12",1978
"3805","6","77","FEMALE","WHITE","14",1978
"3806",NA,"59","FEMALE","WHITE","7",1978
"3807","8","56","FEMALE","WHITE","12",1978
"3808","5","78","MALE","WHITE","8",1978
"3809","8","79","FEMALE","WHITE","16",1978
"3810","7","26","MALE","WHITE","12",1978
"3811",NA,"57","MALE","WHITE","12",1978
"3812","7","36","FEMALE","WHITE","14",1978
"3813","10","53","FEMALE","WHITE","12",1978
"3814","5","39","FEMALE","WHITE","8",1978
"3815","6","44","FEMALE","WHITE","12",1978
"3816","9","26","MALE","WHITE","17",1978
"3817","2","72","MALE","WHITE","10",1978
"3818","1","32","FEMALE","WHITE","5",1978
"3819","7","51","MALE","WHITE","16",1978
"3820","7","44","FEMALE","WHITE","12",1978
"3821","8","39","MALE","WHITE","13",1978
"3822","5","48","MALE","BLACK","10",1978
"3823","4","30","FEMALE","BLACK","6",1978
"3824","5","22","FEMALE","BLACK","14",1978
"3825","3","50","MALE","BLACK","10",1978
"3826","5","35","FEMALE","BLACK","12",1978
"3827","4","78","FEMALE","BLACK","8",1978
"3828","4","21","FEMALE","BLACK","14",1978
"3829","4","35","MALE","WHITE","7",1978
"3830","6","34","FEMALE","WHITE","12",1978
"3831","6","34","FEMALE","WHITE","12",1978
"3832","9","34","FEMALE","WHITE","16",1978
"3833","8","31","FEMALE","WHITE","12",1978
"3834","7","27","MALE","WHITE","14",1978
"3835","7","61","FEMALE","WHITE","9",1978
"3836","9","58","FEMALE","WHITE","16",1978
"3837","4","37","MALE","WHITE","6",1978
"3838","5","50","FEMALE","WHITE","9",1978
"3839","4","29","MALE","WHITE","14",1978
"3840","6","58","FEMALE","WHITE","12",1978
"3841","6","26","MALE","WHITE","18",1978
"3842","7","61","MALE","WHITE","9",1978
"3843","8","69","FEMALE","WHITE","12",1978
"3844","7","26","FEMALE","WHITE","16",1978
"3845","7","62","FEMALE","WHITE","8",1978
"3846","6","47","FEMALE","WHITE","13",1978
"3847","3","25","MALE","WHITE","12",1978
"3848","7","64","FEMALE","WHITE","12",1978
"3849","6","78","FEMALE","WHITE","12",1978
"3850","7","27","FEMALE","BLACK","12",1978
"3851","5","71","MALE","BLACK","3",1978
"3852","7","39","FEMALE","BLACK","12",1978
"3853","4","39","MALE","BLACK","13",1978
"3854","5","58","MALE","BLACK","11",1978
"3855","3","29","MALE","BLACK","12",1978
"3856","5","30","FEMALE","BLACK","14",1978
"3857","6","26","MALE","BLACK","12",1978
"3858","6","37","FEMALE","WHITE","12",1978
"3859","3","70","FEMALE","WHITE","12",1978
"3860","8","67","MALE","WHITE","11",1978
"3861","9","57","MALE","WHITE","16",1978
"3862","3","67","FEMALE","WHITE","8",1978
"3863","6","57","FEMALE","BLACK","14",1978
"3864","6","28","FEMALE","BLACK","12",1978
"3865","3","20","FEMALE","WHITE","12",1978
"3866","3","57","MALE","WHITE","13",1978
"3867","4","20","FEMALE","WHITE","12",1978
"3868","4","19","MALE","OTHER","10",1978
"3869","10","32","MALE","WHITE","18",1978
"3870","7","39","FEMALE","WHITE","10",1978
"3871","4","40","FEMALE","WHITE",NA,1978
"3872","7","26","MALE","WHITE","16",1978
"3873","4","24","MALE","BLACK","16",1978
"3874","8","23","FEMALE","WHITE","16",1978
"3875","9","52","MALE","WHITE","16",1978
"3876","9","39","MALE","WHITE","14",1978
"3877","7","62","MALE","WHITE","12",1978
"3878","8","37","FEMALE","WHITE","16",1978
"3879","8","51","FEMALE","WHITE","12",1978
"3880","7","29","FEMALE","WHITE","10",1978
"3881","6","36","MALE","OTHER","14",1978
"3882","10","42","FEMALE","WHITE","12",1978
"3883","4","28","FEMALE","WHITE","11",1978
"3884","6","40","MALE","WHITE","13",1978
"3885","5","37","FEMALE","WHITE","12",1978
"3886","6","27","FEMALE","WHITE","12",1978
"3887","9","34","FEMALE","OTHER","16",1978
"3888","4","33","MALE","WHITE","12",1978
"3889","6","31","FEMALE","WHITE","12",1978
"3890","5","34","FEMALE","WHITE","12",1978
"3891","9","40","FEMALE","WHITE","14",1978
"3892","6","53","FEMALE","BLACK","11",1978
"3893","5","40","FEMALE","BLACK","17",1978
"3894","2","19","FEMALE","BLACK","11",1978
"3895","6","32","MALE","BLACK","12",1978
"3896","5","68","FEMALE","BLACK","7",1978
"3897","10","49","FEMALE","WHITE","12",1978
"3898","10","37","FEMALE","WHITE","14",1978
"3899","8","20","FEMALE","WHITE","13",1978
"3900","9","66","FEMALE","WHITE","9",1978
"3901","10","19","FEMALE","WHITE","12",1978
"3902","5","57","FEMALE","WHITE","9",1978
"3903","5","28","FEMALE","WHITE","12",1978
"3904","9","30","FEMALE","WHITE","13",1978
"3905","8","32","MALE","WHITE","14",1978
"3906","6","26","FEMALE","WHITE","16",1978
"3907","5","32","MALE","WHITE","13",1978
"3908","6","28","FEMALE","BLACK","16",1978
"3909","6","27","MALE","WHITE","14",1978
"3910","6","29","MALE","WHITE","12",1978
"3911","4","31","MALE","OTHER","18",1978
"3912","4","60","MALE","WHITE","10",1978
"3913","7","24","MALE","WHITE","16",1978
"3914","9","58","FEMALE","WHITE","12",1978
"3915","10","48","MALE","WHITE","19",1978
"3916","5","27","MALE","WHITE","12",1978
"3917","6","28","MALE","WHITE","12",1978
"3918","4","21","FEMALE","WHITE","14",1978
"3919","3","26","MALE","WHITE","9",1978
"3920","4","80","MALE","WHITE","10",1978
"3921","4","19","MALE","WHITE","11",1978
"3922","3","40","FEMALE","WHITE","12",1978
"3923","7","38","FEMALE","WHITE","16",1978
"3924","8","63","MALE","WHITE","12",1978
"3925","7","46","MALE","WHITE","12",1978
"3926","7","23","FEMALE","WHITE","11",1978
"3927","7","23","FEMALE","WHITE","12",1978
"3928","4","28","FEMALE","WHITE","12",1978
"3929","6","77","FEMALE","WHITE","7",1978
"3930","2","25","FEMALE","WHITE","8",1978
"3931","7","27","FEMALE","WHITE","10",1978
"3932","6","41","FEMALE","WHITE","9",1978
"3933","8","78","FEMALE","WHITE","16",1978
"3934","10","81","FEMALE","WHITE","12",1978
"3935","8","52","FEMALE","WHITE","13",1978
"3936","5","76","FEMALE","WHITE","12",1978
"3937","7","70","FEMALE","WHITE","13",1978
"3938","9","75","FEMALE","WHITE","16",1978
"3939","6","30","MALE","WHITE","14",1978
"3940","2","31","MALE","WHITE","12",1978
"3941",NA,"65","FEMALE","WHITE","8",1978
"3942","8","41","MALE","WHITE","12",1978
"3943","6","40","FEMALE","BLACK","12",1978
"3944","9","65","FEMALE","WHITE","9",1978
"3945","6","36","FEMALE","WHITE","12",1978
"3946","4","45","MALE","WHITE","9",1978
"3947","6","26","FEMALE","WHITE","12",1978
"3948","6","39","FEMALE","WHITE","12",1978
"3949","6","77","MALE","WHITE","8",1978
"3950","4","19","FEMALE","WHITE","10",1978
"3951","7","28","FEMALE","WHITE","10",1978
"3952","6","42","MALE","WHITE","12",1978
"3953","9","38","FEMALE","WHITE","8",1978
"3954","6","26","MALE","WHITE","13",1978
"3955","7","23","FEMALE","WHITE","12",1978
"3956","4","29","MALE","WHITE","10",1978
"3957","6","18","FEMALE","WHITE","11",1978
"3958","5","59","FEMALE","WHITE","12",1978
"3959","7","35","FEMALE","WHITE","18",1978
"3960","10","32","FEMALE","WHITE","16",1978
"3961","8","37","FEMALE","WHITE","12",1978
"3962","6","84","FEMALE","BLACK","8",1978
"3963","10","43","MALE","WHITE","16",1978
"3964","9","63","FEMALE","WHITE","12",1978
"3965","9","34","FEMALE","WHITE","16",1978
"3966",NA,"67","FEMALE","WHITE","5",1978
"3967","7","44","MALE","WHITE","16",1978
"3968","7","52","MALE","WHITE","20",1978
"3969","10","60","MALE","WHITE","16",1978
"3970","8","65","FEMALE","WHITE","13",1978
"3971","2","30","MALE","WHITE","11",1978
"3972","4","22","MALE","WHITE","13",1978
"3973","8","65","MALE","WHITE","12",1978
"3974","7","56","FEMALE","WHITE","12",1978
"3975","7","30","FEMALE","WHITE","19",1978
"3976","8","28","MALE","WHITE","19",1978
"3977","4","21","FEMALE","WHITE","12",1978
"3978","9","38","MALE","WHITE","16",1978
"3979","5","57","FEMALE","WHITE","13",1978
"3980","7","37","FEMALE","WHITE","12",1978
"3981","7","60","MALE","WHITE","20",1978
"3982","5","56","FEMALE","WHITE","12",1978
"3983","7","32","FEMALE","WHITE","12",1978
"3984","4","28","MALE","WHITE","14",1978
"3985","6","38","MALE","WHITE","13",1978
"3986","5","28","MALE","WHITE","12",1978
"3987","7","33","FEMALE","WHITE","15",1978
"3988","9","42","FEMALE","WHITE","20",1978
"3989","7","31","FEMALE","WHITE","12",1978
"3990","6","50","MALE","WHITE","12",1978
"3991","5",NA,"FEMALE","WHITE","12",1978
"3992","5","32","MALE","WHITE","13",1978
"3993","4","32","MALE","WHITE","12",1978
"3994","6","40","MALE","WHITE","14",1978
"3995","10","29","MALE","WHITE","16",1978
"3996","10","32","FEMALE","WHITE","12",1978
"3997","10","56","FEMALE","WHITE","17",1978
"3998","10","34","FEMALE","WHITE","19",1978
"3999","6","33","FEMALE","WHITE","14",1978
"4000","7","74","FEMALE","WHITE","14",1978
"4001","5","20","FEMALE","BLACK","12",1978
"4002",NA,"68","FEMALE","BLACK","5",1978
"4003","5","36","FEMALE","BLACK","12",1978
"4004",NA,"86","FEMALE","WHITE",NA,1978
"4005","9","33","MALE","WHITE","14",1978
"4006","9","58","MALE","WHITE","16",1978
"4007","6","59","MALE","WHITE","10",1978
"4008","2","25","FEMALE","WHITE","4",1978
"4009","7","31","MALE","WHITE","13",1978
"4010","6","57","FEMALE","WHITE","13",1978
"4011","4","28","FEMALE","WHITE","14",1978
"4012","8","26","FEMALE","WHITE","15",1978
"4013","7","33","FEMALE","WHITE","16",1978
"4014",NA,"86","MALE","BLACK","0",1978
"4015","2","76","FEMALE","BLACK","8",1978
"4016","1","51","FEMALE","WHITE","9",1978
"4017","6","30","MALE","BLACK","16",1978
"4018","3","25","FEMALE","BLACK","12",1978
"4019","7","30","MALE","WHITE","14",1978
"4020","3","26","FEMALE","WHITE","7",1978
"4021","6","75","FEMALE","WHITE","6",1978
"4022","5","28","FEMALE","WHITE","13",1978
"4023","7","27","MALE","WHITE","17",1978
"4024","9","32","MALE","BLACK","12",1978
"4025","4","22","FEMALE","WHITE","12",1978
"4026","5","54","FEMALE","WHITE","12",1978
"4027","4","38","FEMALE","OTHER","15",1978
"4028","6","27","FEMALE","WHITE","11",1978
"4029","6","26","FEMALE","BLACK","13",1978
"4030","6","34","FEMALE","WHITE","12",1978
"4031","7","39","FEMALE","OTHER","12",1978
"4032","6","24","FEMALE","WHITE","9",1978
"4033","8","37","FEMALE","WHITE","12",1978
"4034","8","31","FEMALE","WHITE","12",1978
"4035",NA,"45","FEMALE","BLACK","8",1978
"4036","5","27","FEMALE","WHITE","12",1978
"4037","5","40","MALE","WHITE","12",1978
"4038","6","33","FEMALE","WHITE","14",1978
"4039","0","34","FEMALE","OTHER","6",1978
"4040","5","39","MALE","WHITE","12",1978
"4041","6","36","FEMALE","WHITE","12",1978
"4042","5","27","FEMALE","WHITE","12",1978
"4043","7","31","FEMALE","WHITE","12",1978
"4044","7","29","MALE","WHITE","12",1978
"4045","5","53","MALE","WHITE","8",1978
"4046","2","40","MALE","WHITE","16",1978
"4047","3","61","FEMALE","WHITE","7",1978
"4048","1","62","MALE","BLACK","4",1978
"4049","4","22","MALE","WHITE","11",1978
"4050","3","26","FEMALE","WHITE","10",1978
"4051",NA,"34","FEMALE","WHITE","14",1978
"4052","5","29","MALE","WHITE","14",1978
"4053","6","35","MALE","WHITE","13",1978
"4054","5","25","FEMALE","BLACK","16",1978
"4055","6","38","FEMALE","WHITE","10",1978
"4056","6","52","MALE","WHITE","11",1978
"4057","6","22","MALE","WHITE","12",1978
"4058","10","26","MALE","WHITE","16",1978
"4059","6","19","FEMALE","WHITE","12",1978
"4060","9","31","FEMALE","WHITE","16",1978
"4061","8","28","FEMALE","WHITE","12",1978
"4062","4","33","FEMALE","WHITE","9",1978
"4063","8","60","MALE","WHITE","14",1978
"4064","7","56","FEMALE","WHITE","14",1978
"4065","10","52","MALE","WHITE","18",1978
"4066","5","57","MALE","WHITE","14",1978
"4067","1","73","FEMALE","WHITE","10",1978
"4068","6","54","FEMALE","WHITE","12",1978
"4069","5","29","MALE","WHITE","16",1978
"4070","5","23","MALE","WHITE","12",1978
"4071","3","24","FEMALE","WHITE","13",1978
"4072","9","68","MALE","WHITE","10",1978
"4073","6","49","MALE","WHITE","7",1978
"4074","3","22","MALE","WHITE","13",1978
"4075","5","30","MALE","WHITE","16",1978
"4076","5","54","MALE","WHITE","8",1978
"4077","3","34","FEMALE","WHITE","8",1978
"4078",NA,"57","FEMALE","WHITE","8",1978
"4079","4","46","FEMALE","WHITE","8",1978
"4080","4","64","FEMALE","WHITE","11",1978
"4081","3","38","FEMALE","WHITE","8",1978
"4082","4","42","MALE","WHITE","13",1978
"4083","7","26","FEMALE","WHITE","10",1978
"4084","4","32","FEMALE","WHITE","11",1978
"4085","6","31","FEMALE","WHITE","9",1978
"4086","8","59","MALE","WHITE","12",1978
"4087","6","43","FEMALE","WHITE","12",1978
"4088","4","52","FEMALE","WHITE","12",1978
"4089","3","29","FEMALE","WHITE","5",1978
"4090","8","31","FEMALE","WHITE","15",1978
"4091","4","29","MALE","WHITE","15",1978
"4092","5","39","FEMALE","WHITE","9",1978
"4093","3","62","FEMALE","WHITE","12",1978
"4094","8","65","FEMALE","WHITE","13",1978
"4095","8","64","MALE","WHITE","19",1978
"4096",NA,"53","FEMALE","WHITE",NA,1978
"4097","4","53","FEMALE","WHITE","8",1978
"4098","5","29","MALE","WHITE","12",1978
"4099","4","33","FEMALE","WHITE","10",1978
"4100","3","20","FEMALE","WHITE","12",1978
"4101","8","65","MALE","WHITE","12",1978
"4102",NA,"65","MALE","WHITE","4",1978
"4103","0","22","FEMALE","BLACK","10",1978
"4104","4","32","FEMALE","BLACK","13",1978
"4105","9","29","FEMALE","WHITE","13",1978
"4106","3","57","FEMALE","WHITE","11",1978
"4107","9","34","MALE","WHITE","16",1978
"4108","7","32","FEMALE","WHITE","12",1978
"4109","7","23","FEMALE","WHITE","14",1978
"4110","9","28","MALE","WHITE","20",1978
"4111","7","57","FEMALE","WHITE","11",1978
"4112","6","23","FEMALE","BLACK","14",1978
"4113","7","31","FEMALE","BLACK","12",1978
"4114","5","43","FEMALE","BLACK","13",1978
"4115","6","21","MALE","BLACK","13",1978
"4116","4","49","FEMALE","BLACK","10",1978
"4117","4","57","MALE","BLACK","6",1978
"4118","3","24","FEMALE","WHITE","8",1978
"4119","5","31","MALE","WHITE","18",1978
"4120","4","22","FEMALE","WHITE","12",1978
"4121","6","24","MALE","WHITE","16",1978
"4122","8","23","MALE","WHITE","15",1978
"4123","4","31","MALE","WHITE","12",1978
"4124","3","56","FEMALE","WHITE","12",1978
"4125","6","27","FEMALE","WHITE","12",1978
"4126","5","65","FEMALE","WHITE","8",1978
"4127","6","53","FEMALE","WHITE","12",1978
"4128","4","60","FEMALE","WHITE","17",1978
"4129","10","32","FEMALE","WHITE","19",1978
"4130","7","25","FEMALE","WHITE","18",1978
"4131","5","41","FEMALE","WHITE","8",1978
"4132","4","39","FEMALE","WHITE","12",1978
"4133","8","31","FEMALE","WHITE","12",1978
"4134","7","58","FEMALE","WHITE","10",1978
"4135","4","74","FEMALE","WHITE","10",1978
"4136","1","85","MALE","WHITE","8",1978
"4137","9","27","MALE","WHITE","18",1978
"4138","7","24","FEMALE","WHITE","16",1978
"4139","3","74","FEMALE","WHITE","8",1978
"4140","5","21","FEMALE","WHITE","12",1978
"4141","5","66","MALE","WHITE","10",1978
"4142","5","26","FEMALE","WHITE","9",1978
"4143","2","48","MALE","WHITE","1",1978
"4144","7","24","MALE","WHITE","12",1978
"4145","6","31","FEMALE","BLACK","11",1978
"4146","6","25","FEMALE","BLACK","17",1978
"4147","3","20","FEMALE","BLACK","11",1978
"4148","2","48","MALE","WHITE","7",1978
"4149","7","61","FEMALE","WHITE","12",1978
"4150","3","72","MALE","OTHER","5",1978
"4151","5","66","FEMALE","WHITE","10",1978
"4152","6","20","FEMALE","WHITE","12",1978
"4153","7","89 OR OLDER","FEMALE","WHITE","7",1978
"4154","5","75","FEMALE","WHITE","13",1978
"4155","6","47","FEMALE","WHITE","10",1978
"4156","6","37","MALE","WHITE","12",1978
"4157","10","26","MALE","WHITE","17",1978
"4158","5","31","FEMALE","WHITE","14",1978
"4159","6","50","MALE","WHITE","16",1978
"4160","9","21","FEMALE","WHITE","11",1978
"4161","6","21","MALE","WHITE","14",1978
"4162",NA,"27","MALE","WHITE","15",1978
"4163","9","26","MALE","WHITE","14",1978
"4164","7","23","FEMALE","WHITE","16",1978
"4165","7","24","MALE","WHITE","16",1978
"4166",NA,NA,"MALE","WHITE",NA,1978
"4167","10","70","FEMALE","WHITE","12",1978
"4168","10","53","FEMALE","WHITE","12",1978
"4169",NA,"89 OR OLDER","FEMALE","WHITE","12",1978
"4170","3","27","MALE","WHITE","12",1978
"4171","3","22","MALE","WHITE","10",1978
"4172","1","20","FEMALE","WHITE","9",1978
"4173","4","35","FEMALE","WHITE","12",1978
"4174","7","40","MALE","WHITE","17",1978
"4175","4","19","FEMALE","WHITE","10",1978
"4176","9","18","FEMALE","WHITE","11",1978
"4177","7","79","MALE","WHITE","9",1978
"4178","10","32","MALE","WHITE","16",1978
"4179","5","63","FEMALE","WHITE","12",1978
"4180","9","43","FEMALE","WHITE","18",1978
"4181","8","27","FEMALE","WHITE","13",1978
"4182","6","30","FEMALE","WHITE","12",1978
"4183","6","21","MALE","WHITE","12",1978
"4184","6","27","FEMALE","WHITE","14",1978
"4185","6","76","FEMALE","WHITE","8",1978
"4186","4","68","FEMALE","WHITE","8",1978
"4187","3","26","MALE","WHITE","12",1978
"4188","5","31","MALE","WHITE","14",1978
"4189","10","34","FEMALE","WHITE","16",1978
"4190","9","22","FEMALE","WHITE","16",1978
"4191","6","76","FEMALE","WHITE","12",1978
"4192","10","47","FEMALE","WHITE","16",1978
"4193","8","53","FEMALE","WHITE","14",1978
"4194","9","70","MALE","WHITE","18",1978
"4195","10","36","MALE","OTHER","20",1978
"4196","8","78","MALE","WHITE","19",1978
"4197","4","43","MALE","WHITE","12",1978
"4198","2","30","MALE","OTHER","16",1978
"4199","5","73","MALE","WHITE","12",1978
"4200","1","44","FEMALE","WHITE","13",1978
"4201","5","57","FEMALE","WHITE","13",1978
"4202","6","25","FEMALE","WHITE","14",1978
